SKU,name,description,price,meta_description,meta_keywords,tax_category_id,shipping_category_id,count_on_hand,product_properties,taxons,blendable_taxon_ids,images,width,depth,height,weight
"TFVNN-0009","Pear Cinnamon Loose Leaf Tea","<h3>Description</h3> <p>apple pieces, hibiscus blossoms, rose hip peel, pineapple cubes, cinnamon pieces, flavoring, sunflower blossoms  UniqTeas Pear Cinnamon Loose Leaf Tea is a wonderful fruit tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>apple pieces, hibiscus blossoms, rose hip peel, pineapple cubes, cinnamon pieces, flavoring, sunflower blossoms</p>","12.00","Select Uniq Teas Pear Cinnamon Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Fruit Tea,Pear Cinnamon,apple, pear, cinnamon","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:0|Woody:0|Aroma:3|Spicy:2|Floral: 0|Strength:3","Categories>Fruit Tea","","","7","3","12","1.14"
"TFVNN-0010","Blueberry Twister Loose Leaf Tea","<h3>Description</h3> <p>The popular pomegranate side by side with the fruity blueberry give this blend a very fruity taste experience and is also beautiful in its robe of royal blue cornflowers and mallow blossoms.  UniqTeas Blueberry Twister Loose Leaf Tea is a wonderful fruit tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>apple pieces, hibiscus blossoms, elderberries, freeze-dried apple pieces, pomegranate arils, flavoring, blueberries, cornflower and mallow blossoms. </p>","15.95","Select Uniq Teas Blueberry Twister Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Fruit Tea,Blueberry Wild Child,apple, blueberry, hibiscus, elderberries","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:0|Woody:0|Aroma:3|Spicy:2|Floral: 0|Strength:3","Categories>Fruit Tea","","","7","3","12","1.14"
"TFVNN-0011","Berry Pie Loose Leaf Tea","<h3>Description</h3> <p>A decadent fruit tea reminiscient of the classical Rote Greutz berry desert with a hint of hibiscus that creates a creamy sweet rose colored tea.  UniqTeas Berry Pie Loose Leaf Tea is a wonderful fruit tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Elderberries, grapes, hibiscus blossoms, flavoring, freeze-dried blackberries, freeze-dried raspberries and sour cherry pieces, black currant, rooibos tea.</p>","14.10","Select Uniq Teas Berry Pie Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Fruit Tea,Fireberry,apple, pear, cinnamon","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:0|Woody:0|Aroma:3|Spicy:2|Floral: 0|Strength:3","Categories>Fruit Tea","","","7","3","12","1.14"
"TGJON-0001","Bancha Loose Leaf Tea","<h3>Description</h3> <p>This fine-grade, surprisingly aromatic bancha has a light golden color, and a slightly vegetal, sweetish aroma   UniqTeas Bancha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Bancha tea.</p>","15.50","Select Uniq Teas Bancha Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Bancha,japanese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGCON-0002","Cherry Sakura Loose Leaf Tea","<h3>Description</h3> <p>Fresh Sencha green tea flavored with ripe summer cherries produce a candied cherry aroma with juicy texture and slightly dry finish.  Perfectly balanced.  A Japanese favorite tea.  UniqTeas Cherry Sakura Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Sencha, safflowers, and cherry fruit and cherry flavor .</p>","18.50","Select Uniq Teas Cherry Sakura Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Cherry Sakura,Cherry, Sencha","698318840","727197546","20000","Sweetness:3|Fruity:3|Nutty:0|Vegetal:3|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Green Tea","","","7","3","12","1.14"
"TGCNN-0003","Chinese Sencha Loose Leaf Tea","<h3>Description</h3> <p>This high-quality, vitalizing Sencha has a pleasantly vegetal aroma and a smooth aftertaste.  It has a rich and brothy texture that rounds out nicely on your palate.  Perfect for green tea lovers.  UniqTeas Chinese Sencha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chinese sencha.</p>","14.00","Select Uniq Teas Chinese Sencha Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Chinese Sencha,chinese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGCON-0004","Citrus Green Loose Leaf Tea","<h3>Description</h3> <p>A mild but sweet green tea, you’ll taste the tang of orange, the zing of ginger, and the sweetness of peaches.  Add to that the fragrance of safflower and you have a healthy green tea with an abundance of flavor.  UniqTeas Citrus Green Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Green tea with orange peel, ginger, peaches, and safflower.</p>","13.50","Select Uniq Teas Citrus Green Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Citrus Green,Orange, Ginger, Peach","698318840","727197546","20000","Sweetness:3|Fruity:3|Nutty:0|Vegetal:3|Woody:0|Aroma:4|Spicy:3|Floral: 2|Strength:3","Categories>Green Tea","","","7","3","12","1.14"
"TGJNN-0005","Genmai-cha Loose Leaf Tea","<h3>Description</h3> <p>A popular japanese tea made from the twigs of the tea bush. upon harvesting, the twigs are roasted four times, turning them nut-brown in color. when infused they yield a mild cup with a nutty/woody aroma. kukicha is low in caffeine and reputed to have relaxing properties   UniqTeas Genmai-cha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>bancha green tea, popped corn and toasted hulled rice kernels. </p>","15.50","Select Uniq Teas Genmai-cha Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Genmai-cha,genmaicha","698318840","727197546","20000","Sweetness:0|Fruity:0|Nutty:2|Vegetal:2|Woody:0|Aroma:2|Spicy:0|Floral: 0|Strength:3","Categories>Green Tea","","","7","3","12","1.14"
"TGVNN-0006","Green Chai Loose Leaf Tea","<h3>Description</h3> <p>If you like Chai and you like green tea, well, meet this great Kashmiri Green Chai tea.  Cinnamon chips, almonds, cloves, crushed green cardamom, and cardamom seeds with almond produce a unique but lovely Chai.  Great with honey or agave.  UniqTeas Green Chai Loose Leaf Tea is a wonderful green tea, chai tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Green tea, cinnamon chips, almonds, cloves, crushed green cardamom, and cardamom seeds with almond and cinnamon flavor </p>","14.50","Select Uniq Teas Green Chai Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea, Chai Tea,Green Chai,chai","698318840","727197546","20000","","Categories>Green Tea|Categories>Chai Tea","","","7","3","12","1.14"
"TGJNN-0007","Green Kukicha Loose Leaf Tea","<h3>Description</h3> <p>Kukicha. A collection of green tea twigs. Kukicha is known as twig tea.    UniqTeas Green Kukicha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>A collection of green tea twigs. </p>","16.50","Select Uniq Teas Green Kukicha Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Green Kukicha,kukicha","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGVNN-0008","Green Mango Tango Loose Leaf Tea","<h3>Description</h3> <p>Juicy ripened mango flavor, lemons, and citrus, all fused with a fine Pan fired green tea send this great tea right to your tummy with lots of yummy.  UniqTeas Green Mango Tango Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Pan fired green tea, marigolds, lemon peel, mango bits, safflowers, mango and citrus flavor </p>","15.50","Select Uniq Teas Green Mango Tango Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Green Mango Tango,mango Tea","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGCON-0010","Jasmine Loose Leaf Tea","<h3>Description</h3> <p>A light refreshing cup of tea with a slightly roasted profile, notes of silky sweetness, and the delicate infusion of jasmine flowers.  UniqTeas Jasmine Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>100%  Chinese Jasmine</p>","11.50","Select Uniq Teas Jasmine Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Jasmine,chinese","698318840","727197546","20000","Sweetness:2|Fruity:0|Nutty:0|Vegetal:3|Woody:0|Aroma:4|Spicy:0|Floral: 4|Strength:3","Categories>Green Tea","","","7","3","12","1.14"
"TGCON-0011","Jasmine Pearls Loose Leaf Tea","<h3>Description</h3> <p>Only the youngest leaf tips are scented eight to ten times with jasmine blossoms and hand-rolled into pellets. when infused, the pellets slowly unfold, releasing a delicate, slightly sweet and floral flavor   UniqTeas Jasmine Pearls Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chinese jasmine tea pearls.</p>","29.00","Select Uniq Teas Jasmine Pearls Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Jasmine Pearls,chinese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGJON-0012","Kukicha Roasted Loose Leaf Tea","<h3>Description</h3> <p>A popular japanese tea made from the twigs of the tea bush. upon harvesting, the twigs are roasted four times, turning them nut-brown in color. when infused they yield a mild cup with a nutty/woody aroma. kukicha is low in caffeine and reputed to have relaxing properties   UniqTeas Kukicha Roasted Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Roasted tea twigs and stems. </p>","23.50","Select Uniq Teas Kukicha Roasted Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Kukicha Roasted,kukicha","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGVNN-0013","Lemongrass Sencha Loose Leaf Tea","<h3>Description</h3> <p>The addition of lemongrass to this perennial Asian favorite makes for an interesting brew. the bright flavor of sencha is balanced with a hint of citrus, making this tea perfect for dining or any time you need to wake up your palate   UniqTeas Lemongrass Sencha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Pan fired green tea, lemongrass, safflowers, peach pieces, peach and lemon flavoring </p>","15.50","Select Uniq Teas Lemongrass Sencha Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Lemongrass Sencha,chinese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGJNN-0014","Matcha Loose Leaf Tea","<h3>Description</h3> <p>Powdered green tea from Japan.  It's like drinking 10 cups of green tea.  So healthy.  UniqTeas Matcha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Japanese matcha.</p>","49.00","Select Uniq Teas Matcha Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Matcha,japanese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGJNN-0014A","Matcha 1 oz. Tin","<h3>Description</h3> <p>Powdered green tea from Japan in 1 oz tin.  UniqTeas Matcha 1 oz. Tin is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Japanese matcha.</p>","8.40","Select Uniq Teas null at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Matcha 1 oz. Tin,japanese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGJNN-0014B","Matcha 2 oz. Tin","<h3>Description</h3> <p>Powdered green tea from Japan in 2 oz tin.  UniqTeas Matcha 2 oz. Tin is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Japanese matcha.</p>","11.25","Select Uniq Teas null at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Matcha 2 oz. Tin,japanese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGCON-0015","Mintea Loose Leaf Tea","<h3>Description</h3> <p>A choice green tea sprinkled with Moroccan peppermint that leaves your mouth with that fresh cool feeling only mint can give.  Makes a delightful iced tea too.  UniqTeas Mintea Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Green tea with peppermint leaves.</p>","11.50","Select Uniq Teas Mintea Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Mintea,Mint","698318840","727197546","20000","Sweetness:2|Fruity:0|Nutty:0|Vegetal:2|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Green Tea","","","7","3","12","1.14"
"TGVNN-0016","Moroccan Jasmine Mint Loose Leaf Tea","<h3>Description</h3> <p>If you're a fan of classic Moroccan mint tea, the unique and delightful addition of jasmine will make you wonder where this tea has been all your life.  The marriage of mint and jasmine seem to be destined to remain an all time favorite.  UniqTeas Moroccan Jasmine Mint Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Jasmine tea with peppermint leaves.</p>","13.25","Select Uniq Teas Moroccan Jasmine Mint Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Moroccan Jasmine Mint,chinese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGCON-0017","Gunpowder Loose Leaf Tea","<h3>Description</h3> <p>Each tea leaf is singly hand-rolled into tiny, tight pellets, gently cracking the membranes inside the tea leaf. when infused, there is a near instant release of the tea's liquor. the infusion is light, aromatic, and complex with a flowery undertone   UniqTeas Gunpowder Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chinese organic gunpowder tea.</p>","9.50","Select Uniq Teas Gunpowder Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Gunpowder,chinese","698318840","727197546","20000","Sweetness:0|Fruity:0|Nutty:0|Vegetal:4|Woody:0|Aroma:1|Spicy:0|Floral: 0|Strength:null","Categories>Green Tea","","","7","3","12","1.14"
"TGCON-0018","Jasmine Green Loose Leaf Tea","<h3>Description</h3> <p>A wonderful, light and flowery green tea.  Infused with fragrant jasmine this green is delicate and does not over-steep.    UniqTeas Jasmine Green Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Organic chinese jasmine tea.</p>","16.00","Select Uniq Teas Jasmine Green Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Jasmine Green,chinese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGCON-0019","Precious Eyebrow Loose Leaf Tea","<h3>Description</h3> <p>This high-grade chun mee (or ""precious eyebrow"") has a distinct plum-like essence. smooth and sweet.  Once steeped,it delivers a mild, smooth plumminess to the cup.  An approachable, easy tea that is ideal as a daily treat.  UniqTeas Precious Eyebrow Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Organic chinese green tea.</p>","10.00","Select Uniq Teas Precious Eyebrow Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Precious Eyebrow,chinese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGVNN-0020","Mean Green Tangerine Loose Leaf Tea","<h3>Description</h3> <p>Sweet and warming citrus aroma, with a clean and softly juicy flavor. A playful combination of Pan fired sencha tea with marigolds, safflowers, orange peel, and tangerine orange flavor.    UniqTeas Mean Green Tangerine Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Pan fired green tea, marigolds, safflowers, and orange peel with tangerine orange flavor </p>","12.00","Select Uniq Teas Mean Green Tangerine Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Mean Green Tangerine,tangerine","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:2|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Green Tea","","","7","3","12","1.14"
"TGCNN-0021","Temple of Heaven Gunpowder Loose Leaf Tea","<h3>Description</h3> <p>Tightly rolled even leaf style. Strong cup character   UniqTeas Temple of Heaven Gunpowder Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chinese gunpowder tea.</p>","9.50","Select Uniq Teas Temple of Heaven Gunpowder Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Temple of Heaven Gunpowder,chinese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGVNN-0022","Mango Passion Fruit Green Loose Leaf Tea","<h3>Description</h3> <p>Sencha and green Assam with heavenly mango, passion fruit,  blended with cornflower, safflower, marigolds, and blue mallow blossoms  UniqTeas Mango Passion Fruit Green Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Pan fired green tea, safflowers, marigolds, blue mallow flowers, and cornflowers with mango and passion fruit flavor </p>","16.50","Select Uniq Teas Mango Passion Fruit Green Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Mango Passion Fruit Green,mango passionfruit","698318840","727197546","20000","Sweetness:4|Fruity:4|Nutty:0|Vegetal:3|Woody:0|Aroma:4|Spicy:0|Floral: 0|Strength:3","Categories>Green Tea","","","7","3","12","1.14"
"TGCON-0023","Vienna Green Loose Leaf Tea","<h3>Description</h3> <p>Almonds, Orange and Caramel, Oh! My! Almonds, Orange and Caramel, Oh My. When you take your first sip you might end up somewhere over the rainbow. Japanese Bancha combined with creamy caramel praline candy.   UniqTeas Vienna Green Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Green tea with Orange, Caramel, Almond</p>","15.45","Select Uniq Teas Vienna Green Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Vienna Green,Orange, Caramel, Almond","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGCNN-0024","White Monkey King Loose Leaf Tea","<h3>Description</h3> <p>Young leaves and an unopened bud are gathered and processed by hand, resulting in a tea that appears intricately woven with large and beautiful white tips. this tea produces a very light, clear liquor with a sweet scent and delicate, fresh taste   UniqTeas White Monkey King Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chinese green tea.</p>","22.50","Select Uniq Teas White Monkey King Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,White Monkey King,chinese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGJON-0025","Sencha Loose Leaf Tea","<h3>Description</h3> <p>The gold standard in Japanese tea.  Hand picked in the spring (the first flush) to draw out the crisp clean flavor.  With notes of steamed greens and abundant in antioxidants, this green tea is a daily favorite.  UniqTeas Sencha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>100% Japanese Sencha</p>","15.50","Select Uniq Teas Sencha Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Sencha,chinese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGCON-0026","Young Hyson Loose Leaf Tea","<h3>Description</h3> <p>A prized green tea from China harvested before the rains come to retain it’s full-bodied, spring-like flavor.  It produces a golden shaded tea.  UniqTeas Young Hyson Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>100% Chinese Young Hyson</p>","9.00","Select Uniq Teas Young Hyson Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Young Hyson,chinese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGCNN-0027","Strawberry Orchid Loose Leaf Tea","<h3>Description</h3> <p>A blend of fresh, crisp green tea from china with sweetly tart red strawberry flavor. Very candy-like aroma, delicately tangy and jammy strawberry flavor. Clean finish and rounded texture.   UniqTeas Strawberry Orchid Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chinese sencha, chinese orchid, freeze-dried strawberry, freeze-dried black currants, freeze-dried raspberries, freeze-dried sour cherry, and flavoring.</p>","18.25","Select Uniq Teas Strawberry Orchid Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Strawberry Orchid,orchid, strawberry, currant, raspberry","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:2|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Green Tea","","","7","3","12","1.14"
"TGJNN-0028","Yuzu Berry Sencha Loose Leaf Tea","<h3>Description</h3> <p>Sencha green tea with safflowers and natural yuzu berry flavor. This is a really nice blend.  Yuzu Berry is a type of Asian citrus, looks like a smaller, more shriveled version of a grapefruit.  The flavor is a cross between a grapefruit and a mandarin orange.  UniqTeas Yuzu Berry Sencha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Japanese Tea with yuzu berry flavor.</p>","14.00","Select Uniq Teas Yuzu Berry Sencha Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Yuzu Berry Sencha,Yuzu","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:2|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Green Tea","","","7","3","12","1.14"
"TGJNN-0029","Acai Raspberry Green Loose Leaf Tea","<h3>Description</h3> <p>Sencha green tea safflowers with natural acai berry & raspberry flavors.   UniqTeas Acai Raspberry Green Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Sencha green tea safflowers with natural acai berry & raspberry flavors.</p>","14.00","Select Uniq Teas Acai Raspberry Green Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Acai Raspberry Green,Acai, Raspberry","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:2|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Green Tea","","","7","3","12","1.14"
"TGVNN-0030","Maple Walnut Sencha Loose Leaf Tea","<h3>Description</h3> <p>Sencha green tea with the exceptional taste of sweet viscous maple syrup and crunchy walnuts.   UniqTeas Maple Walnut Sencha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Sencha green tea,walnuts, brittle pieces(sugar, hazelnuts, sugar), almond, natural flavoring.</p>","15.45","Select Uniq Teas Maple Walnut Sencha Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Maple Walnut Sencha,Maple, Walnut, Almond, Hazelnut,Sencha","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:2|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Green Tea","","","7","3","12","1.14"
"TGCNN-0031","Monkey King Jasmine Loose Leaf Tea","<h3>Description</h3> <p>A wonderful sweet jasmine tea.   UniqTeas Monkey King Jasmine Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Jasmine tea.</p>","14.50","Select Uniq Teas Monkey King Jasmine Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Monkey King Jasmine,chinese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"TGCNN-0032","Monkey King Jasmine Loose Leaf Tea","<h3>Description</h3> <p>One of the finest lung ching teas produced during the peak harvesting periods.  UniqTeas Monkey King Jasmine Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Jasmine tea.</p>","14.50","Select Uniq Teas Monkey King Jasmine Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Monkey King Jasmine,chinese","698318840","727197546","20000","","Categories>Green Tea","","","7","3","12","1.14"
"THVNN-0001","Chamomile Loose Leaf Tea","<h3>Description</h3> <p>The finest chamomile with the most flavorful flower heads   UniqTeas Chamomile Loose Leaf Tea is a wonderful herbal tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chamomile flowers.</p>","15.50","Select Uniq Teas Chamomile Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Herbal Tea,Chamomile,flower","698318840","727197546","20000","Sweetness:0|Fruity:0|Nutty:0|Vegetal:0|Woody:2|Aroma:0|Spicy:0|Floral: 2|Strength:2","Categories>Herbal Tea","","","7","3","12","1.14"
"THCNN-0002","Chrysanthemum Tea Loose Leaf Tea","<h3>Description</h3> <p>Large, white chrysanthemum flowers infuse to make a light, delicately scented tea, with a slight smoky undertone.   UniqTeas Chrysanthemum Tea Loose Leaf Tea is a wonderful herbal tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Royal Chrysanthemum Flowers </p>","19.50","Select Uniq Teas Chrysanthemum Tea Loose Leaf Tea at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Herbal Tea,Chrysanthemum Tea,flower","698318840","727197546","20000","Sweetness:0|Fruity:0|Nutty:0|Vegetal:0|Woody:1|Aroma:1|Spicy:0|Floral: 1|Strength:null","Categories>Herbal Tea","","","7","3","12","1.14"
